speed,acceleration,steering_angle,distance_ahead,lane_position,traffic_density,traffic_light,obstacle_detected,road_condition,weather,road_curvature,action
28.67,0.13,13.52,154.78,CENTER,LOW,NONE,NO,DRY,RAIN,LEFT,TURN_LEFT
43.17,2.02,8.0,50.53,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
66.3,0.75,-5.1,119.85,LEFT,LOW,NONE,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
69.4,-0.99,-3.64,185.66,LEFT,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
96.19,-3.63,-15.22,49.35,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
127.51,-6.62,5.61,37.52,RIGHT,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
46.05,-1.63,2.09,27.45,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
96.72,-2.83,7.85,54.65,CENTER,LOW,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
49.42,5.58,0.23,167.94,LEFT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
116.11,2.9,-13.38,179.95,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
80.8,-2.74,-14.9,148.82,CENTER,HIGH,YELLOW,NO,DRY,FOG,RIGHT,BRAKE
23.24,0.85,-12.14,127.05,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
24.63,-0.95,-23.44,42.58,LEFT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
16.51,1.2,4.67,27.24,CENTER,HIGH,GREEN,YES,DRY,RAIN,STRAIGHT,BRAKE
126.09,-4.25,-6.66,81.75,LEFT,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
3.05,2.76,0.13,154.34,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,ACCELERATE
17.76,0.41,28.15,155.35,LEFT,HIGH,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
102.08,0.15,-3.37,122.57,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
81.81,-4.28,-1.13,129.68,CENTER,LOW,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
139.68,1.85,-19.7,81.7,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
2.54,-2.94,-3.05,56.41,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
127.22,1.98,-12.26,102.5,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
141.41,3.63,2.83,44.55,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
95.29,-0.19,-3.63,106.65,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
28.45,4.83,2.15,65.88,RIGHT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
96.79,-3.49,24.14,131.57,CENTER,LOW,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
51.69,-1.19,-35.13,48.2,LEFT,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
52.5,-2.1,-1.8,83.15,CENTER,LOW,GREEN,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
27.04,-1.78,17.77,30.6,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
94.19,1.22,-1.3,29.51,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
103.93,3.79,8.31,123.36,RIGHT,HIGH,RED,NO,WET,CLEAR,LEFT,STOP
42.65,2.79,21.37,64.05,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
48.39,-3.05,13.28,85.37,RIGHT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
116.79,-3.56,24.6,12.75,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
82.04,5.39,-11.85,132.07,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
146.69,2.1,-10.49,13.71,LEFT,LOW,RED,NO,DRY,FOG,STRAIGHT,STOP
89.2,1.14,9.22,133.29,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
65.88,0.69,7.58,58.8,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
143.21,0.55,22.66,27.92,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
79.02,-2.05,-6.18,142.67,CENTER,MEDIUM,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
28.8,-0.19,28.56,150.05,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
104.07,-3.63,-4.61,31.19,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,BRAKE
125.32,1.08,12.78,101.61,CENTER,MEDIUM,NONE,YES,DRY,RAIN,LEFT,TURN_LEFT
99.53,-0.07,5.1,183.85,CENTER,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
129.72,-1.04,10.56,177.71,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
79.33,1.59,-9.62,125.78,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
110.09,-2.86,14.36,116.78,LEFT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
3.24,1.35,-0.08,8.39,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
143.46,1.39,-26.63,127.36,CENTER,LOW,YELLOW,NO,SLIPPERY,RAIN,RIGHT,BRAKE
58.17,-2.97,-0.01,68.75,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
70.66,-1.95,13.66,158.52,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
21.85,-2.23,-1.74,16.09,CENTER,LOW,RED,NO,WET,RAIN,RIGHT,BRAKE
94.3,3.11,6.99,179.21,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
108.83,2.6,29.32,83.66,RIGHT,HIGH,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
77.35,1.59,9.99,37.11,CENTER,MEDIUM,YELLOW,NO,WET,CLEAR,RIGHT,BRAKE
106.47,-0.04,-13.55,188.82,CENTER,HIGH,YELLOW,YES,DRY,CLEAR,RIGHT,BRAKE
0.3,-4.5,9.51,63.82,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
40.14,0.28,-2.72,91.56,LEFT,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
108.39,-1.33,-21.53,31.75,RIGHT,LOW,GREEN,YES,DRY,RAIN,RIGHT,TURN_RIGHT
65.4,0.89,-25.5,179.71,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
100.77,-1.98,-16.82,177.52,CENTER,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
77.79,-2.96,11.49,122.59,LEFT,LOW,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
39.85,2.6,11.83,138.55,CENTER,LOW,GREEN,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
40.74,5.5,-19.89,185.63,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
80.35,-0.19,-10.5,17.5,CENTER,MEDIUM,GREEN,YES,SLIPPERY,RAIN,STRAIGHT,BRAKE
126.55,-0.98,8.01,132.62,LEFT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
29.79,1.74,8.79,111.2,CENTER,HIGH,YELLOW,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
23.85,-2.3,17.62,85.66,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
126.34,3.71,-9.53,152.73,CENTER,LOW,YELLOW,YES,DRY,CLEAR,LEFT,BRAKE
125.65,3.54,16.97,43.9,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
11.22,2.36,-30.94,160.78,RIGHT,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
107.15,-0.75,-12.75,176.84,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
3.59,-0.97,-24.19,162.65,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
117.7,-6.68,2.23,168.18,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
66.28,-2.0,10.92,150.15,LEFT,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
71.08,2.12,13.56,187.2,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
56.25,-2.47,44.02,178.32,RIGHT,LOW,NONE,NO,WET,CLEAR,LEFT,TURN_LEFT
29.19,-4.2,-1.92,125.7,LEFT,LOW,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
45.7,1.04,18.89,152.83,CENTER,LOW,NONE,NO,WET,CLEAR,LEFT,TURN_LEFT
40.51,3.32,17.81,134.67,RIGHT,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,TURN_RIGHT
47.71,0.48,-26.93,19.81,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
2.8,0.84,-8.12,172.02,CENTER,HIGH,YELLOW,NO,WET,CLEAR,RIGHT,TURN_RIGHT
16.73,4.8,0.6,7.63,CENTER,HIGH,NONE,YES,DRY,CLEAR,LEFT,STOP
13.64,5.11,5.33,104.08,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,ACCELERATE
89.66,-0.65,-12.03,95.34,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
129.47,-0.99,-24.16,93.52,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
133.0,0.09,7.96,124.9,LEFT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
17.21,0.16,-0.18,15.78,CENTER,LOW,NONE,YES,DRY,CLEAR,RIGHT,BRAKE
121.09,-4.03,-8.88,82.09,CENTER,LOW,RED,YES,DRY,CLEAR,LEFT,STOP
140.67,-4.2,-0.09,48.57,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
77.71,3.28,-15.44,157.33,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
58.38,-0.93,17.64,184.2,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
0.65,4.05,6.07,167.59,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
4.74,0.11,-3.41,184.71,RIGHT,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,ACCELERATE
95.12,3.04,3.93,2.0,LEFT,LOW,NONE,NO,DRY,CLEAR,RIGHT,BRAKE
78.5,3.64,-17.39,24.94,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
32.11,0.28,16.31,170.56,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
74.9,0.9,0.73,166.09,LEFT,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
140.23,-0.2,6.05,171.43,CENTER,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
148.26,-0.67,-17.13,38.77,CENTER,HIGH,NONE,YES,DRY,FOG,RIGHT,BRAKE
29.65,1.77,-14.7,144.2,CENTER,HIGH,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
22.14,1.84,0.84,119.4,CENTER,HIGH,NONE,NO,WET,RAIN,RIGHT,CHANGE_LANE_RIGHT
65.91,-4.01,-5.62,82.79,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
91.16,-2.73,-17.75,159.42,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
49.33,-4.44,13.23,98.14,CENTER,HIGH,NONE,YES,DRY,FOG,STRAIGHT,CHANGE_LANE_RIGHT
65.23,2.44,-9.87,60.43,CENTER,MEDIUM,RED,NO,DRY,CLEAR,LEFT,STOP
94.05,-0.78,-11.79,168.74,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
147.51,-2.55,10.14,106.62,CENTER,HIGH,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
45.51,1.51,-8.37,46.17,RIGHT,MEDIUM,NONE,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
90.42,0.44,-3.55,101.8,CENTER,LOW,YELLOW,NO,DRY,CLEAR,LEFT,BRAKE
54.66,4.92,-12.51,87.3,LEFT,MEDIUM,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
34.9,1.41,-5.95,24.39,CENTER,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
114.26,-0.34,-12.93,76.34,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,RIGHT,TURN_RIGHT
28.0,-1.1,0.54,172.26,RIGHT,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
63.65,-2.76,5.98,131.03,LEFT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
17.23,1.51,7.57,63.68,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
102.61,-3.05,28.89,45.91,CENTER,LOW,YELLOW,NO,SLIPPERY,RAIN,STRAIGHT,BRAKE
68.04,-0.23,4.65,2.74,LEFT,HIGH,YELLOW,NO,DRY,FOG,STRAIGHT,BRAKE
71.06,4.95,-7.25,175.9,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
87.86,-0.21,6.05,43.67,RIGHT,HIGH,GREEN,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
146.81,1.48,-22.83,190.96,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
39.82,-3.19,-3.61,112.28,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
77.2,-2.26,-5.81,86.05,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
26.54,6.88,-9.34,84.02,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
61.3,2.47,-3.81,122.17,CENTER,HIGH,YELLOW,NO,DRY,RAIN,STRAIGHT,BRAKE
133.95,1.92,11.01,161.26,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
29.33,-1.36,3.51,63.76,LEFT,LOW,NONE,YES,DRY,RAIN,LEFT,MAINTAIN_SPEED
95.94,-0.87,9.22,166.54,CENTER,MEDIUM,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,BRAKE
70.56,0.94,8.5,125.84,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
21.39,0.63,-10.11,24.51,RIGHT,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
95.54,0.35,9.82,126.95,RIGHT,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
91.1,-2.69,19.87,59.54,LEFT,LOW,GREEN,YES,DRY,CLEAR,RIGHT,TURN_RIGHT
97.35,4.11,3.79,193.6,LEFT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
34.54,-4.05,-3.17,45.45,RIGHT,MEDIUM,RED,NO,WET,FOG,STRAIGHT,BRAKE
132.78,4.01,12.29,181.29,LEFT,MEDIUM,NONE,NO,WET,RAIN,LEFT,TURN_LEFT
10.53,-1.36,-12.97,42.29,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,ACCELERATE
11.19,3.27,8.93,61.11,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
8.78,4.62,10.81,104.31,RIGHT,MEDIUM,GREEN,YES,WET,CLEAR,RIGHT,TURN_RIGHT
76.9,-3.16,27.18,32.21,CENTER,MEDIUM,RED,NO,SLIPPERY,CLEAR,LEFT,STOP
78.5,-0.17,18.6,133.73,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
99.48,-1.68,-1.59,195.71,RIGHT,HIGH,RED,NO,WET,CLEAR,RIGHT,STOP
46.13,-0.55,8.0,73.68,CENTER,HIGH,GREEN,YES,WET,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
55.25,-3.22,7.61,79.84,RIGHT,HIGH,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
42.57,1.91,-5.13,28.36,CENTER,MEDIUM,YELLOW,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
49.55,-0.09,13.15,21.29,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
89.1,2.75,2.57,22.91,RIGHT,LOW,GREEN,YES,DRY,RAIN,STRAIGHT,BRAKE
97.59,-1.32,11.11,15.04,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
17.03,1.32,9.22,10.59,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
67.26,-0.14,34.72,93.04,LEFT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
103.06,-0.76,0.9,20.06,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,BRAKE
17.01,-2.23,-18.85,70.38,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
127.5,0.19,9.73,109.09,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
16.47,-0.71,17.0,100.57,CENTER,MEDIUM,RED,NO,WET,RAIN,RIGHT,BRAKE
99.64,0.99,-1.03,51.01,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
146.31,-0.3,-10.05,86.7,CENTER,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
90.07,1.29,-16.08,57.67,CENTER,MEDIUM,GREEN,YES,WET,CLEAR,LEFT,TURN_LEFT
32.37,1.52,13.81,127.34,CENTER,LOW,GREEN,NO,WET,RAIN,RIGHT,TURN_RIGHT
135.05,1.49,-27.73,59.68,LEFT,MEDIUM,YELLOW,NO,WET,CLEAR,LEFT,BRAKE
86.17,-1.66,-7.38,160.32,CENTER,LOW,GREEN,NO,SLIPPERY,RAIN,LEFT,BRAKE
65.74,-4.6,-14.33,103.42,LEFT,HIGH,RED,NO,DRY,FOG,STRAIGHT,STOP
46.65,-0.34,5.49,71.01,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
15.29,-2.28,-5.08,88.85,LEFT,LOW,GREEN,YES,DRY,RAIN,RIGHT,ACCELERATE
69.39,-0.96,9.64,19.61,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
12.81,-3.98,-5.68,190.36,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_LEFT
12.64,0.67,12.8,144.1,CENTER,LOW,GREEN,YES,DRY,RAIN,STRAIGHT,ACCELERATE
25.15,1.56,-19.55,168.88,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
4.32,-0.41,16.94,3.79,LEFT,LOW,GREEN,YES,SLIPPERY,CLEAR,RIGHT,STOP
69.06,-2.09,-6.43,65.53,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
103.42,-5.6,-15.27,113.61,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
45.18,2.53,-3.65,89.7,CENTER,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
49.62,0.88,-10.02,39.06,CENTER,LOW,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
51.27,-1.73,-15.83,63.6,CENTER,HIGH,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
41.37,-1.82,30.26,47.89,CENTER,MEDIUM,YELLOW,NO,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
80.26,-2.54,10.2,198.95,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
89.4,0.74,1.04,124.89,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
91.88,1.77,-3.79,26.35,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
39.52,0.48,-17.68,114.59,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
85.6,0.72,2.32,29.45,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
136.12,-4.45,1.87,168.6,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
50.1,4.23,6.06,2.58,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
78.12,-0.39,-0.42,95.11,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
112.73,2.07,8.36,47.75,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
37.09,-0.92,-15.96,146.1,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
93.85,-0.89,-17.34,41.39,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
143.99,5.93,22.37,136.66,CENTER,LOW,NONE,NO,SLIPPERY,CLEAR,LEFT,BRAKE
45.21,-0.07,9.01,114.54,RIGHT,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
123.54,-0.95,-0.46,156.45,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
4.23,2.46,6.75,66.21,CENTER,HIGH,RED,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
28.82,1.47,-15.63,67.71,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
65.69,0.17,9.32,145.79,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,RIGHT,BRAKE
132.83,3.92,-8.92,16.79,LEFT,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
53.48,-1.76,11.74,104.49,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
134.17,-0.78,9.94,17.26,RIGHT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,BRAKE
55.12,-1.35,16.46,124.54,CENTER,LOW,GREEN,NO,WET,RAIN,RIGHT,TURN_RIGHT
145.82,2.42,3.83,141.74,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
121.61,0.59,-9.84,4.13,RIGHT,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
132.77,-2.33,0.53,41.72,CENTER,MEDIUM,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
77.26,0.88,-9.7,40.18,LEFT,MEDIUM,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
34.14,-0.31,9.9,66.88,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
101.8,4.31,-4.6,103.28,CENTER,HIGH,GREEN,NO,WET,CLEAR,LEFT,CHANGE_LANE_LEFT
75.17,-2.52,14.07,72.78,LEFT,HIGH,NONE,YES,DRY,FOG,STRAIGHT,CHANGE_LANE_RIGHT
85.92,1.61,2.89,73.83,RIGHT,LOW,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
129.43,-1.82,-9.2,162.13,CENTER,MEDIUM,NONE,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
43.66,-4.92,-38.0,60.98,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
24.97,-0.12,0.93,154.01,CENTER,LOW,NONE,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
44.32,0.72,27.98,184.8,CENTER,HIGH,GREEN,YES,SLIPPERY,CLEAR,LEFT,TURN_LEFT
16.41,-0.2,-1.75,183.51,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,ACCELERATE
104.46,3.13,1.55,57.09,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
91.55,0.47,8.34,93.63,LEFT,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
92.06,-4.6,15.19,187.35,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
11.87,-0.38,7.79,138.35,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,ACCELERATE
51.71,-0.33,-16.75,193.51,LEFT,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
73.86,-0.54,6.63,89.6,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
97.72,3.36,-2.48,186.34,CENTER,LOW,NONE,YES,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
38.83,4.28,-4.32,152.34,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
78.88,1.27,-0.75,27.98,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
30.22,-1.5,-10.36,67.48,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
86.34,3.39,16.07,121.01,CENTER,LOW,NONE,NO,WET,CLEAR,RIGHT,TURN_RIGHT
30.44,1.23,-5.82,117.56,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
21.46,0.03,2.5,128.44,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
85.57,2.79,1.2,22.02,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
101.83,0.8,-3.87,96.31,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
26.22,3.3,2.47,52.43,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
139.52,3.42,-7.17,186.36,RIGHT,LOW,YELLOW,NO,DRY,CLEAR,LEFT,BRAKE
